,id,label,text
1544,1544,ham,completed degree use joining finance
1545,1545,ham,good afternoon love job prospect missing lazy bleak hmmm happy filled love
1546,1546,ham,shant disturb u anymore jia
1547,1547,ham,bishan lar nearer need buy early co buy gotta park car
1548,1548,ham,dont know oh
1549,1549,ham,dude sux snake got old raiden got buff
1550,1550,ham,say hi get back south tampa preferably kegger
1551,1551,ham,e msg jus u said thanks gift
1552,1552,ham,u
1553,1553,ham,ok dear call chechi
1554,1554,ham,yeah tote u wanna
1555,1555,ham,ok found dis pierre cardin one look normal cost 20 sale
1556,1556,ham,good sleep rhythm person ha establish rhythm body learn use want know
1557,1557,ham,wat r u
1558,1558,ham,message truro hospital ext phone phone side
1559,1559,ham,single line big meaning miss anything 4 ur best life
1560,1560,ham,got gas money chance gang want go grand nature adventure
1561,1561,ham,dnt worryuse ice piece cloth packalso take 2 tablet
1562,1562,ham,dude saw parked car sunroof popped sux
1563,1563,ham,get ready put excellent sub face
1564,1564,ham,tmrw im finishing 9 door
1565,1565,ham,ltgt g saw day ago guy want sell wifi ltgt 3g ltgt ' blanked
1566,1566,ham,late
1567,1567,ham,whatever im pretty pissed
1568,1568,ham,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
1569,1569,ham,dont much image class
1570,1570,ham,noi got rumour going buy apartment chennai
1571,1571,ham,near kalainar tv officethenampet
1572,1572,spam,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
1573,1573,spam,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
1574,1574,ham,si catching e show e afternoon ' watching w c u wan 2 watch today tmr lor
1575,1575,ham,sound gd haha wah u yan jiu fast liao
1576,1576,ham,nosy guess idk reacting ' freaked
1577,1577,ham,remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
1578,1578,ham,make girl happy ' difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
1579,1579,ham,princess bet brothas chasing
1580,1580,ham,shall book chez jules half eight ' ok
1581,1581,ham,hhahhaahahah rofl wtf nig wa leonardo room something
1582,1582,ham,yep derek ' house see sunday lt3
1583,1583,ham,' cool let know kick around ltgt ' day
1584,1584,ham,sorry ' call later
1585,1585,ham,wa wondering would okay call uncle john let know thing nigeria r ltgt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like
1586,1586,ham,charge transfer charge withdraw anyhow like
1587,1587,ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1588,1588,ham,4 let ' go bill miller
1589,1589,ham,love set soul fire spark flame big rawring flame xoxo
1590,1590,ham,somewhr someone surely made 4 u god ha decided perfect time make u meet dat person till den enjoy ur crush
1591,1591,ham,' honeymoon outfit
1592,1592,ham,help propose going back tomorrow
1593,1593,spam,private 2003 account statement show 800 unredeemed point call 08719899230 identifier code 41685 expires 071104
1594,1594,ham,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
1595,1595,ham,pls confirm time collect cheque
1596,1596,spam,registered subscriber yr draw 4 a100 gift voucher b entered receipt correct next olympics txt 80062
1597,1597,spam,urgent mobile number ha awarded a2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1598,1598,ham,daddy take good care
1599,1599,ham,yeah probably still gotta check leo
1600,1600,ham,kthen special
1601,1601,ham,carlos taking sweet time usual let know patty donewant smoke ' tell haul
1602,1602,ham,ok pa nothing problem
1603,1603,ham,heard job ' going wildlife talk tonight u want2come that2worzels wizzle whatever
1604,1604,ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
1605,1605,ham,came hostel
1606,1606,ham,ok prob ' come lunch
1607,1607,ham,jus telling u dat ' b leaving 4 shanghai 21st instead ' haf time 2 meet cya
1608,1608,ham,freezing home yet remember kiss mom morning love think missing yet
1609,1609,ham,ready big day tomorrow
1610,1610,ham,' probably around mu lot
1611,1611,ham,645
1612,1612,spam,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk enjoy
1613,1613,ham,thnx dude u guy 2nite
1614,1614,ham,sef dey laugh meanwhile ' darling anjie
1615,1615,ham,mm food da
1616,1616,ham,k make sense btw carlos difficult guy gonna smoke go pick second batch get gas
1617,1617,ham,u download fring app
1618,1618,ham,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible
1619,1619,ham,friend u stay fb chat
1620,1620,ham,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
1621,1621,ham,living simple loving also simple laughing simple winning tooo simple ' simple ' difficult gud nte
1622,1622,spam,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094599
1623,1623,ham,ah well confuses thing doesnut
1624,1624,spam,500 free text msg text ok 80488 ' credit account
1625,1625,ham,hi dear call urgnt ' know whats problem ' want work problem least tell wating reply
1626,1626,ham,dear ok
1627,1627,spam,selected stay 1 250 top british hotel nothing holiday worth a350 claim call london 02072069400 bx 526 sw73ss
1628,1628,ham,yes princess want make happy
1629,1629,ham,sound like many talent would like go dinner date next week
1630,1630,ham,going film 2day da 6pm sorry da
1631,1631,ham,watching movie already xy want 2 shop ' shopping w
1632,1632,ham,hello little party animal thought ' buzz friend grin reminding loved send naughty adoring kiss
1633,1633,ham,yesterday going home
1634,1634,spam,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
1635,1635,ham,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1636,1636,ham,shit ' surprised went spent evening french guy met town fooled around bit ' let fuck
1637,1637,spam,0anetworks allow company bill sm responsible supplier
1638,1638,ham,great comedycant stop laughing da
1639,1639,spam,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
1640,1640,ham,alright ' set text man
1641,1641,ham,hi ' ' keen go kind feel ' go tomo ' mind
1642,1642,ham,sleeping nt feeling well
1643,1643,ham,u switch fone dammit
1644,1644,ham,india take lead
1645,1645,ham,ill post l8r class
1646,1646,ham,thts wat wright brother fly
1647,1647,ham,evening v good somewhat event laden fill ' worry u_ head ok throat wrecked see six
1648,1648,ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
1649,1649,ham,laptop take
1650,1650,ham,dont file bagi wa work called mei ' tell find anything room
1651,1651,ham,wan early lei outside wun b home early neva mind
1652,1652,spam,ur chance win a250 cash every wk txt action 80608 ' sc ' wwwmovietriviatv custcare 08712405022 1x150pwk
1653,1653,ham,wa bugis juz wat ' walking home oredi ii late reply oso saw top dat like din buy r i_
1654,1654,ham,wishing family merry x happy new year advance
1655,1655,ham,7 go ok na
1656,1656,ham,yes posted couple pic fb ' still snow outside ' waking
1657,1657,ham,sif one good partnership going take lead
1658,1658,spam,rgent 2nd attempt contact uu a1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxa7 50
1659,1659,ham,yeah ' class
1660,1660,ham,send bec temple na
1661,1661,ham,' coming home class right need work shower
1662,1662,spam,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callsa1minmobsmorelkpobox177hp51fl
1663,1663,ham,mostly like
1664,1664,ham,ii v fan
1665,1665,ham,dunno co wa v late n reach inside already ate spageddies lor ' e gal r laughing lor
1666,1666,ham,guess spent last night phasing fourth dimension
1667,1667,ham,dad gonna call get work ask crazy question
1668,1668,ham,yesbut said
1669,1669,ham,hurting n meaningful line ever compromised everything love
1670,1670,ham,lmaonice 1
1671,1671,ham,glad see reply
1672,1672,spam,urgent trying contact u today draw show a800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
1673,1673,spam,monthly password wap mobsicom 391784 use wap phone pc
1674,1674,ham,nah dub je still buff
1675,1675,ham,painful word thought happy wa toughest thing earth
1676,1676,ham,yeah ' fine ' a6 get ok
1677,1677,ham,lol u come idea
1678,1678,ham,many people seems special first sight remain special till last sight maintain till life end shjas
1679,1679,ham,today song dedicated day song u dedicate send ur valuable frnds first rply
1680,1680,ham,okay wait ah
1681,1681,ham,lei
1682,1682,ham,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx
1683,1683,ham,already squatting new way walking
1684,1684,ham,want bold 2 bb torch
1685,1685,ham,cramp stopped going back sleep
1686,1686,spam,today vodafone number ending 0089my last four digit selected received a350 award number match please call 09063442151 claim a350 award
1687,1687,spam,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
1688,1688,ham,nan sonathaya soladha bos
1689,1689,ham,bring tat cd forget
1690,1690,spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 a150 sptyrone
1691,1691,ham,' know ' raping dude poker
1692,1692,ham,weightloss girl friend make load money ebay something give thanks god
1693,1693,ham,wa gr8 see message r u leaving congrats dear school wat r ur plan
1694,1694,ham,ii eatin later ' eatin wif frens lei ii going home first
1695,1695,ham,finish already yar keep saying mushy embarrassed ok
1696,1696,ham,sorry man stash ran dry last night ' pick sunday
1697,1697,ham,hai priya right doctor said pa
1698,1698,spam,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
1699,1699,ham,ok
1700,1700,ham,please ask mummy call father
1701,1701,ham,come room cannot come house co house still messy haha
1702,1702,ham,lost 10 kilo today
1703,1703,ham,taste fish curry p
1704,1704,ham,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp ' worry
1705,1705,ham,yun ahnow i_ wkg wherebtw i_ go nu sc ii wana specialise wad
1706,1706,ham,yes one woman man please tell like dislike bed
1707,1707,ham,wa test earlier appreciate call tomorrow
1708,1708,ham,' loverboy doe keep coming queen hmmm ' ache speak miss desparately
1709,1709,ham,u meet fren dun wan meet ah muz b guy rite
1710,1710,ham,promise though ' even gotten dinner yet
1711,1711,ham,got back dislike bed
1712,1712,ham,turn stereo love mi phone unknown album
1713,1713,spam,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uk ' biggest live service vu bcm1896wc1n3xx
1714,1714,ham,yeah ' see
1715,1715,ham,asking u knw nt may ur frnds classmate
1716,1716,ham,sorry earlier putting firesare around talk 9 actually life lol
1717,1717,spam,wow boy r back take 2007 uk tour win vip ticket prebook vip club txt club 81303 trackmarque ltd infovipclub4u
1718,1718,ham,missionary hook doggy hook standing
1719,1719,ham,u better go sleep dun disturb u liao u wake msg lor
1720,1720,ham,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
1721,1721,ham,watching house uo entertaining uo getting whole hugh laurie thing uo even stick uo indeed especially stick
1722,1722,ham,thought praps meant another one goodo ' look tomorrow
1723,1723,ham,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur aorents mayb interested hav 12000pes around a48 tb james
1724,1724,ham,bold 2 ltgt
1725,1725,ham,know shall speak ltgt minute
1726,1726,ham,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
1727,1727,ham,went project centre
1728,1728,ham,per request ' maangalyam alaipayuthe ' ha set callertune caller press 9 copy friend callertune
1729,1729,ham,lol yeah point guess
1730,1730,ham,project w frens lor
1731,1731,ham,lol well quality aint bad aint complaining
1732,1732,ham,k happen tonight
1733,1733,spam,hi mandy sullivan calling hotmix fmyou chosen receive a500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else
1734,1734,ham,think ' going finn ' come
1735,1735,ham,tired special
1736,1736,ham,come tomorrow di
1737,1737,ham,cant pick phone right pls send message
1738,1738,ham,k go sleep well take rest
1739,1739,ham,u guy never invite anywhere
1740,1740,spam,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofa2000 cash 18only opt txt x 07786200117
1741,1741,ham,want please inside outside bedroom
1742,1742,ham,ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx
1743,1743,ham,love wine dine lady
1744,1744,spam,someone ha conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15
1745,1745,ham,iaom cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery take care spk sn x
1746,1746,ham,know account detailsi ask mom send youmy mom reach
1747,1747,ham,think u wrong number
1748,1748,ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
1749,1749,ham,b late love mum
1750,1750,ham,got itmail panren paru
1751,1751,ham,wa thinking chuckin ur red green n black trainners 2 save carryin bac train
1752,1752,ham,give one miss number please
1753,1753,ham,jus came back fr lunch wif si u leh
1754,1754,ham,schedule next week town weekend
1755,1755,ham,really gooddhanush rock
1756,1756,ham,lmao ok wont needing u hair anymore
1757,1757,ham,miss ya need ya want ya love ya
1758,1758,ham,sorry ' free
1759,1759,ham,u ever get song stuck head reason ' go away til u listen like 5 time
1760,1760,ham,nt yet chikkusimple habbahw abt u
1761,1761,ham,got ur mail dileepthank muchand look forward lot supportvery le contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
1762,1762,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
1763,1763,ham,joy ' father john john name joy ' father mandan
1764,1764,spam,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile a10 txtauctiontxt wordstart no81151 get now4t
1765,1765,ham,hi yijue ' regarding 3230 textbook ' intro algorithm second edition ' selling 50
1766,1766,spam,sm auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
1767,1767,ham,k want u come
1768,1768,ham,little difficult simple way enter place
1769,1769,ham,ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
1770,1770,ham,dont show far put new picture facebook
1771,1771,ham,watching tv got new job
1772,1772,ham,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore
1773,1773,ham,' coming whatever want
1774,1774,ham,ok chikku 1 favourite song
1775,1775,ham,u see posted facebook
1776,1776,spam,call freephone 0800 542 0578
1777,1777,spam,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2coukgames 4 term setting purchase
1778,1778,ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
1779,1779,spam,loan purpose a500 a75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back ' help '
1780,1780,spam,big brother alert computer ha selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobile vary
1781,1781,ham,oh well c u later
1782,1782,ham,uncle atlanta wish guy great semester
1783,1783,ham,dear free message without recharge hi hi hi
1784,1784,ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1785,1785,ham,dun believe u thk u told
1786,1786,ham,know god created gap finger one made come amp fill gap holding hand love
1787,1787,ham,yessura sun tvlol
1788,1788,ham,arun u transfr amt
1789,1789,ham,takin shower yeah ' leave ' done
1790,1790,ham,working eye philosophy text u later bit free chat
1791,1791,ham,u havenaot lost ill always b 4ui didnaot intend 2 hurt u never knew u felt iwasmarinethataos itried2tell urmomi careabout u
1792,1792,spam,win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk
1793,1793,ham,bad girl still remember
1794,1794,ham,much gave morning
1795,1795,ham,hope alright babe worry might felt bit desparate learned job wa fake waiting come back love
1796,1796,ham,hey tell blake ' address carlos wanted meet got lost ' answering phone
1797,1797,ham,get opinion something first
1798,1798,ham,one week leave put know time
1799,1799,ham,hit move
1800,1800,ham,excellent spent ltgt year air force iraq afghanistan stable honest like traveling
1801,1801,ham,wanna watch movie
1802,1802,ham,ok lor thanx ii school
1803,1803,ham,' class get text
1804,1804,ham,bus leaf ltgt
1805,1805,ham,god blessget good sleep deari pray
1806,1806,spam,today voda number ending 1225 selected receive a50award match please call 08712300220 quoting claim code 3100 standard rate app
1807,1807,ham,nice day today love dearly
1808,1808,ham,aiyo bit pai seh i_ noe scared dun rem die hee become better lookin oredi leh
1809,1809,ham,aight ' ask roommate
1810,1810,ham,whats house beer
1811,1811,ham,i_ wan 2 meet n combine part ' da rest da project going
1812,1812,ham,getting ticket 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry
1813,1813,ham,yes chatting
1814,1814,ham,hi jess dont know work call u im home eve xxx
1815,1815,ham,sian aft meeting supervisor got work 2 liao u working
1816,1816,ham,going write ccna exam week
1817,1817,ham,well watch shrek 3db
1818,1818,ham,much dirty fellow
1819,1819,ham,dunno dat ' wat told ok lor
1820,1820,ham,' probably tomorrow even later tonight something ' going
1821,1821,ham,' say dying man feel sad go wanted know would probably gone late night
1822,1822,ham,' thinking lifting one
1823,1823,ham,u dun wan u dun like already ah wat u still eating
1824,1824,ham,sent ur email id soon
1825,1825,ham,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
1826,1826,ham,dude ' teresa hope okay didnt hear people called received package since dec ltgt thot ' ld like know fantastic year best reading plus really really bam first aid usmle work done
1827,1827,ham,hey gorgeous man work mobile number good one babe squishy mwahs
1828,1828,ham,may call later pls
1829,1829,spam,hottest pic straight phone see getting wet wanting xx text pic 89555 txt cost 150p textoperator g696ga 18 xxx
1830,1830,ham,' way stay oh
1831,1831,ham,hello thanx taking call got job start monday
1832,1832,ham,time ur flight tmr
1833,1833,ham,come
1834,1834,ham,rather prominent bite mark right cheek
1835,1835,ham,september
1836,1836,ham,wet right
1837,1837,ham,' husband
1838,1838,spam,hack chat get backdoor entry 121 chat room fraction cost reply neo69 call 09050280520 subscribe 25p pm dp bcm box 8027 ldn wc1n3xx
1839,1839,ham,norm tomorrow finish 415 co st test need sort library stuff point tomo got letter today access til end march better get move
1840,1840,ham,yeah got list u joanna ' feeling really anti social
1841,1841,ham,office na
1842,1842,ham,comingdown later
1843,1843,ham,super dagood replacement murali
1844,1844,ham,da good good playerwhy unsold
1845,1845,ham,hi u want join sts later meeting five call u class
1846,1846,ham,engalnd telly ha decided ' let watch mia elliot kissing damn
1847,1847,spam,free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free b ' tooth call mobileupd8 08001950382 call 2optoutd3wv
1848,1848,ham,dont want hear philosophy say happen
1849,1849,ham,got job wiproyou get every thing life 2 3 year
1850,1850,ham,cant get da laptop matric card wif i_ lei
1851,1851,ham,dunno da next show aft 6 850 toa payoh got 650
1852,1852,spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 10p per min btnationalrate
1853,1853,ham,made payment dont much sorry would want fedex way
1854,1854,ham,' play one day last year know even though good team like india
1855,1855,ham,kyou girl waiting reception ah
1856,1856,ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
1857,1857,ham,hate doe turn fun shopping trip annoying day everything would look house
1858,1858,ham,sir waiting call
1859,1859,ham,' want come online
1860,1860,ham,could work ' reach consensus next meeting
1861,1861,ham,aiyah wait lor u entertain hee
1862,1862,ham,last thing ever wanted wa hurt ' think would ' laugh embarassed delete tag keep going far knew ' even fact even felt like would hurt show really ' know wa messy wednesday ' bad problem time clean choose skype take picture sleep want go ' mind thing ' make bed throw laundry top ' friend house ' embarassed ' underwear bra strewn bed pillow floor ' something else used good least making bed
1863,1863,ham,' let know kick
1864,1864,ham,call ok said call
1865,1865,ham,call number available appointment ask connect call waheed fathima
1866,1866,ham,i_ go buy wif meet i_ later
1867,1867,ham,mmmm fuck fair know weakness grin push knee ' expose belly pull head ' forget know wicked smile
1868,1868,ham,today system sh get readyall well also deep well
1869,1869,ham,mom want know
1870,1870,ham,aight ' text ' back
1871,1871,ham,dont know support srt thnk think ps3 play usb
1872,1872,ham,oh ok didnt know meant yep baby jontin
1873,1873,spam,guaranteed a1000 cash a2000 prizeto claim yr prize call customer service representative
1874,1874,spam,would like see xxx pic hot nearly banned uk
1875,1875,spam,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infowww100percentrealcom
1876,1876,ham,watching tv got new job
1877,1877,ham,pen thing beyond joke wont biro ' master ' ever
1878,1878,ham,party alex nichols
1879,1879,spam,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094594
1880,1880,ham,seeing missed call dear brother gr8 day
1881,1881,ham,ok ii finishing soon
1882,1882,ham,sorry ' help
1883,1883,ham,come slave going shell unconsciously avoiding making unhappy
1884,1884,ham,love enjoy doggy style
1885,1885,ham,think asking gym excuse lazy people jog
1886,1886,spam,dear 0776xxxxxxx u ' invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
1887,1887,spam,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday a5000 cash await collection sae tc box 326 cw25wx 150ppm
1888,1888,ham,way home long dry spell season would
1889,1889,ham,gotta collect da car 6 lei
1890,1890,ham,ok knackered came home went sleep good full time work lark
1891,1891,ham,probably earlier station ' think
1892,1892,spam,call 09090900040 listen extreme dirty live chat going office right total privacy one know sic listening 60p min 247mp 0870753331018
1893,1893,ham,good morning plz call sir
1894,1894,spam,freemsg hey u got 1 videopic fones reply wild txt ill send u pic hurry im bored work xxx 18 150prcvd stop2stop
1895,1895,ham,uh head ' much left
1896,1896,ham,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp3 player
1897,1897,ham,aight sound good want come
1898,1898,ham,wat would u like 4 ur birthday
1899,1899,ham,love working home
1900,1900,ham,miss vday parachute double coin u must know well
1901,1901,ham,sorry ' call later
1902,1902,ham,sister got placed birla soft da
1903,1903,spam,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc ' apply 08452810073 detail 18
1904,1904,ham,wah okie okie muz make use e unlimited haha
1905,1905,ham,' people mu ' table lambda
1906,1906,ham,stop old man get build snowman snow angel snowball fight
1907,1907,ham,ello babe u ok
1908,1908,ham,hello beautiful r u ok ' kinda ad row wiv walked pub wanted night wiv u miss u
1909,1909,ham,u going ikea str aft dat
1910,1910,ham,becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
1911,1911,ham,lol grr mom taking forever prescription pharmacy like 2 minute away ugh
1912,1912,ham,real tho suck ' even cook whole electricity ' hungry
1913,1913,ham,want go
1914,1914,spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
1915,1915,ham,time month mid time
1916,1916,ham,fffff text kadeem far gone
1917,1917,ham,leaving yet ok lor go elsewhere n eat u thk
1918,1918,ham,fujitsu series lifebook good
1919,1919,ham,yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask ' go w u lor n u still act real
1920,1920,ham,dont know bring food
1921,1921,ham,current food alone also
1922,1922,ham,' sch fr 46 dun haf da book sch ' home
1923,1923,ham,hello going village pub 8 either come accordingly ok
1924,1924,ham,ok
1925,1925,ham,call like ltgt time oh give u hypertension oh
1926,1926,ham,dont give monkey wot think certainly ' mind friend mineall ' sleep wiv wud annoyin
1927,1927,ham,omg could snow tonite
1928,1928,spam,call 08702490080 tell u 2 call 09066358152 claim a5000 prize u 2 enter ur mobile personal detail prompt careful
1929,1929,spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod a250 cash every wk txt vpod 81303 tscs wwwtextpodnet custcare 08712405020
1930,1930,ham,carry disturbing
1931,1931,ham,pa tell went bath
1932,1932,ham,jus finished avatar nigro
1933,1933,ham,r u scratching
1934,1934,ham,hope great day
1935,1935,ham,either idea ' know anyplaces something
1936,1936,ham,planning usually stop find hella weed
1937,1937,ham,fact ' cleaning show know ' upset priority constantly want
1938,1938,ham,excellent ready moan scream ecstasy
1939,1939,spam,people dogging area call 09090204448 join like minded guy arrange 1 ' 1 evening aa150 minapn ls278bb
1940,1940,ham,dude avatar 3d wa imp one point thought actually fly room almost tried hittng one reflex
1941,1941,spam,well done 4 costa del sol holiday a5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costa150pm max10mins
1942,1942,ham,kkwhy cant come search job
1943,1943,ham,got lousy sleep kept waking every 2 hour see cat wanted come worry cold
1944,1944,ham,yeah ' leave couple minute amp let know get mu
1945,1945,ham,i_ call 1010 make sure dat ' woken
1946,1946,ham,hey go jazz power yoga hip hop kb yogasana
1947,1947,ham,battery mr adewale uncle aka egbon
1948,1948,ham,cant pick phone right pls send message
1949,1949,ham,wait 2 minstand bus stop
1950,1950,ham,oh ic thought meant mary jane
1951,1951,ham,haha really oh deduct lesson tmr
1952,1952,ham,nah im goin 2 wrks j wot bout u
1953,1953,ham,eat shit wait ur monkey face bitch u asshole
1954,1954,ham,good night going sleep
1955,1955,ham,aight ' grab something eat text ' back mu
1956,1956,ham,kkwhy cant come search job
1957,1957,ham,take something pain move however side next 6hrs see doctor
1958,1958,ham,lol oh babe wont sliding place midnight thanks invite
1959,1959,ham,howz person story
1960,1960,spam,guess somebody know secretly fancy wanna find give u call 09065394973 landline datebox1282essexcm61xn 150pmin 18
1961,1961,ham,lol would awesome payback
1962,1962,spam,80488 500 free text message valid 31 december 2005
1963,1963,ham,yes completely formclark also utter waste
1964,1964,ham,honeybee said ' sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
1965,1965,ham,thanks wa tescos quite nice gone speak soon
1966,1966,ham,' feathery bowa something guy ' know
1967,1967,ham,even cant close eye vava playing umma
1968,1968,ham,2 laptop noe infra slow lar wan fast one
1969,1969,spam,guaranteed a200 award even a1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php
1970,1970,ham,nvm ' ok
1971,1971,ham,enjoy ur life good night
1972,1972,ham,yes meet town co go gep home could text bus stop ' worry ' finished march u_ ish
1973,1973,ham,askd u question hour answer
1974,1974,ham,thats cool cum
1975,1975,ham,delhi chennai still silent
1976,1976,ham,lol alright wa thinkin haha
1977,1977,spam,reply win a100 weekly 2006 fifa world cup held send stop 87239 end service
1978,1978,ham,' boat still mom check yo ' half naked
1979,1979,ham,shhhhh nobody supposed know
1980,1980,ham,sorry ' call later
1981,1981,ham,sorry ' call later meeting thing related trade please call arul ltgt
1982,1982,ham,hey late ' amk need drink tea coffee
1983,1983,ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
1984,1984,spam,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae tc box 326 cw25wx 150 ppm
1985,1985,ham,length e e top shorter n got fringe thk ' going liao lazy dun wan 2 distract u also
1986,1986,ham,santha num corrct dane
1987,1987,ham,callsmessagesmissed call
1988,1988,ham,sorry ' call later
1989,1989,ham,basket ' gettin full might tonight
1990,1990,ham,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
1991,1991,ham,valentine huh proof fb page ugh ' glad really ' watch rupaul show tool
1992,1992,spam,free tone hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
1993,1993,ham,eh den sat u book e kb liao huh
1994,1994,ham,practising curtsey
1995,1995,ham,shall come get pickle
1996,1996,ham,lol boo wa hoping laugh
1997,1997,ham,yeh def up4 something sat
1998,1998,ham,well leave class babe never came back hope nice sleep love
1999,1999,ham,lmao ' fish memory need
2000,2000,ham,' b going 2 sch mon si need 2 take smth
2001,2001,ham,idea soon get converted live
2002,2002,spam,themobyo yo yohere come new selection hot downloads member get free click open next link sent ur fone
2003,2003,ham,ssindia going draw series many year south african soil
2004,2004,ham,goodmorning today late ltdecimalgt min
2005,2005,ham,' take major role community outreach rock mel
